Contrast,Duration,Spread,PixelEnergy,PixelEnergy_mean,SpectralEnergy,NormalizedSpectralEnergy
0.022,0.12,10,1644659.93648,7.80639894665395,346498600077.542,0.011579597924243
0.022,0.12,15,1644659.93648,7.80639894665394,346498600077.543,0.011579597924243
0.022,0.12,20,1644659.93648,7.80639894665394,346498600077.543,0.011579597924243
0.022,0.12,25,1644659.93648,7.80639894665395,346498600077.543,0.011579597924243
0.022,0.12,30,1644659.93648,7.80639894665395,346498600077.543,0.011579597924243
0.022,0.12,35,1644659.93648,7.80639894665395,346498600077.543,0.011579597924243
0.022,0.12,40,1644659.93648,7.80639894665395,346498600077.543,0.011579597924243
0.022,0.12,45,1644659.93648,7.80639894665395,346498600077.543,0.011579597924243
0.022,0.12,50,1644659.93648,7.80639894665395,346498600077.543,0.011579597924243
0.022,0.15,5,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.15,10,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.15,15,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.15,20,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.15,25,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.15,30,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.15,35,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.15,40,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.15,45,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.15,50,2192882.517452,7.80640820999046,615998242212.406,0.0205859762933064
0.022,0.18,5,2558364.2381,7.80641217999182,838442478295.56,0.0280198153155474
0.022,0.18,10,2558364.2381,7.80641217999182,838442478295.56,0.0280198153155474
0.022,0.18,15,2558364.2381,7.80641217999182,838442478295.56,0.0280198153155474
0.022,0.18,20,2558364.2381,7.80641217999182,838442478295.561,0.0280198153155474
0.022,0.18,25,2558364.2381,7.80641217999182,838442478295.56,0.0280198153155474
0.022,0.18,30,2558364.2381,7.80641217999182,838442478295.56,0.0280198153155474
0.022,0.18,35,2558364.2381,7.80641217999182,838442478295.56,0.0280198153155474
0.022,0.18,40,2558364.2381,7.80641217999182,838442478295.56,0.0280198153155474
0.022,0.18,45,2558364.2381,7.80641217999182,838442478295.56,0.0280198153155474
0.022,0.18,50,2558364.2381,7.80641217999182,838442478295.56,0.0280198153155474
0.022,0.2,5,2741105.098424,7.80641376799237,962497938735.111,0.0321656108595275
0.022,0.2,10,2741105.098424,7.80641376799237,962497938735.11,0.0321656108595275
0.022,0.2,15,2741105.098424,7.80641376799237,962497938735.111,0.0321656108595275
0.022,0.2,20,2741105.098424,7.80641376799237,962497938735.111,0.0321656108595275
0.022,0.2,25,2741105.098424,7.80641376799237,962497938735.111,0.0321656108595275
0.022,0.2,30,2741105.098424,7.80641376799237,962497938735.111,0.0321656108595275
0.022,0.2,35,2741105.098424,7.80641376799237,962497938735.111,0.0321656108595275
0.022,0.2,40,2741105.098424,7.80641376799237,962497938735.111,0.0321656108595275
0.022,0.2,45,2741105.098424,7.80641376799237,962497938735.111,0.0321656108595275
0.022,0.2,50,2741105.098424,7.80641376799237,962497938735.111,0.0321656108595275
0.022,0.25,5,3472068.53972,7.80641844841502,1544275396479.8,0.0516079665878457
0.022,0.25,10,3472068.53972,7.80641844841503,1544275396479.8,0.0516079665878457
0.022,0.25,15,3472068.53972,7.80641844841503,1544275396479.8,0.0516079665878457
0.022,0.25,20,3472068.53972,7.80641844841503,1544275396479.8,0.0516079665878456
0.022,0.25,25,3472068.53972,7.80641844841503,1544275396479.8,0.0516079665878457
0.022,0.25,30,3472068.53972,7.80641844841502,1544275396479.8,0.0516079665878457
0.022,0.25,35,3472068.53972,7.80641844841502,1544275396479.8,0.0516079665878457
0.022,0.25,40,3472068.53972,7.80641844841502,1544275396479.8,0.0516079665878457
0.022,0.25,45,3472068.53972,7.80641844841503,1544275396479.8,0.0516079665878457
0.022,0.25,50,3472068.53972,7.80641844841503,1544275396479.8,0.0516079665878457
0.022,0.3,5,4203031.981016,7.80642150086459,2262941839802.88,0.0756249999999999
0.022,0.3,10,4203031.981016,7.80642150086459,2262941839802.88,0.075625
0.022,0.3,15,4203031.981016,7.80642150086459,2262941839802.88,0.0756249999999999
0.022,0.3,20,4203031.981016,7.80642150086459,2262941839802.88,0.075625
0.022,0.3,25,4203031.981016,7.80642150086459,2262941839802.88,0.075625
0.022,0.3,30,4203031.981016,7.80642150086459,2262941839802.88,0.075625
0.022,0.3,35,4203031.981016,7.80642150086459,2262941839802.88,0.075625
0.022,0.3,40,4203031.981016,7.80642150086459,2262941839802.88,0.075625
0.022,0.3,45,4203031.981016,7.80642150086459,2262941839802.88,0.075625
0.022,0.3,50,4203031.981016,7.80642150086459,2262941839802.88,0.075625
0.025,0.05,5,943899.321875,10.0805173424217,88382956903.0874,0.00295366014195849
0.025,0.05,10,943899.321875,10.0805173424217,88382956903.0875,0.00295366014195849
0.025,0.05,15,943899.321875,10.0805173424217,88382956903.0874,0.00295366014195849
0.025,0.05,20,943899.321875,10.0805173424217,88382956903.0874,0.00295366014195849
0.025,0.05,25,943899.321875,10.0805173424217,88382956903.0874,0.00295366014195849
0.025,0.05,30,943899.321875,10.0805173424217,88382956903.0875,0.00295366014195849
0.025,0.05,35,943899.321875,10.0805173424217,88382956903.0874,0.00295366014195849
0.025,0.05,40,943899.321875,10.0805173424217,88382956903.0875,0.00295366014195849
0.025,0.05,45,943899.321875,10.0805173424217,88382956903.0875,0.00295366014195849
0.025,0.05,50,943899.321875,10.0805173424217,88382956903.0875,0.00295366014195849
0.025,0.08,5,1415854.023125,10.0805532282811,198862360963.999,0.00664575897770859
0.025,0.08,10,1415854.023125,10.0805532282811,198862360963.999,0.0066457589777086
0.025,0.08,15,1415854.023125,10.0805532282811,198862360963.999,0.00664575897770859
0.025,0.08,20,1415854.023125,10.0805532282811,198862360963.999,0.00664575897770859
0.025,0.08,25,1415854.023125,10.0805532282811,198862360963.999,0.0066457589777086
0.025,0.08,30,1415854.023125,10.0805532282811,198862360963.999,0.00664575897770859
0.025,0.08,35,1415854.023125,10.0805532282811,198862360963.999,0.0066457589777086
0.025,0.08,40,1415854.023125,10.0805532282811,198862360963.999,0.00664575897770859
0.025,0.08,45,1415854.023125,10.0805532282811,198862360963.999,0.00664575897770859
0.025,0.08,50,1415854.023125,10.0805532282811,198862360963.999,0.00664575897770859
0.025,0.09,5,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677635
0.025,0.09,10,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677635
0.025,0.09,15,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677635
0.025,0.09,20,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677635
0.025,0.09,25,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677636
0.025,0.09,30,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677636
0.025,0.09,35,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677635
0.025,0.09,40,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677635
0.025,0.09,45,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677635
0.025,0.09,50,1651831.37375,10.0805634813838,270674044396.796,0.00904562558677636
0.025,0.1,5,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.1,10,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.1,15,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.1,20,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.1,25,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.1,30,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.1,35,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.1,40,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.1,45,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.1,50,1887808.724375,10.0805711712109,353533715431.155,0.0118147036566393
0.025,0.12,5,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.12,10,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.12,15,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.12,20,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.12,25,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.12,30,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.12,35,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.12,40,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.12,45,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.12,50,2123786.075,10.0805771521874,447441374067.075,0.0149529931872973
0.025,0.15,5,2831718.126875,10.0805891141406,795452275584.202,0.0265831305440423
0.025,0.15,10,2831718.126875,10.0805891141406,795452275584.203,0.0265831305440423
0.025,0.15,15,2831718.126875,10.0805891141406,795452275584.203,0.0265831305440423
0.025,0.15,20,2831718.126875,10.0805891141406,795452275584.202,0.0265831305440423
0.025,0.15,25,2831718.126875,10.0805891141406,795452275584.202,0.0265831305440423
0.025,0.15,30,2831718.126875,10.0805891141406,795452275584.202,0.0265831305440423
0.025,0.15,35,2831718.126875,10.0805891141406,795452275584.202,0.0265831305440423
0.025,0.15,40,2831718.126875,10.0805891141406,795452275584.203,0.0265831305440423
0.025,0.15,45,2831718.126875,10.0805891141406,795452275584.203,0.0265831305440423
0.025,0.15,50,2831718.126875,10.0805891141406,795452275584.202,0.0265831305440423
0.025,0.18,5,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.18,10,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.18,15,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.18,20,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.18,25,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.18,30,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.18,35,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.18,40,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.18,45,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.18,50,3303672.828125,10.0805942406919,1082699481270.09,0.0361826127525147
0.025,0.2,5,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.2,10,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.2,15,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.2,20,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.2,25,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.2,30,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.2,35,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.2,40,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.2,45,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.2,50,3539650.17875,10.0805962913125,1242895065515.38,0.0415361710479436
0.025,0.25,5,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376106
0.025,0.25,10,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376106
0.025,0.25,15,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376106
0.025,0.25,20,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376106
0.025,0.25,25,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376106
0.025,0.25,30,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376106
0.025,0.25,35,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376106
0.025,0.25,40,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376106
0.025,0.25,45,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376106
0.025,0.25,50,4483559.58125,10.0806023352467,1994157278512.14,0.0666425188376107
0.025,0.3,5,5427468.98375,10.0806062769429,2922187293133.89,0.09765625
0.025,0.3,10,5427468.98375,10.0806062769429,2922187293133.88,0.0976562499999999
0.025,0.3,15,5427468.98375,10.0806062769429,2922187293133.89,0.09765625
0.025,0.3,20,5427468.98375,10.0806062769429,2922187293133.89,0.09765625
0.025,0.3,25,5427468.98375,10.0806062769429,2922187293133.88,0.0976562499999999
0.025,0.3,30,5427468.98375,10.0806062769429,2922187293133.88,0.0976562499999999
0.025,0.3,35,5427468.98375,10.0806062769429,2922187293133.89,0.09765625
0.025,0.3,40,5427468.98375,10.0806062769429,2922187293133.88,0.0976562499999999
0.025,0.3,45,5427468.98375,10.0806062769429,2922187293133.89,0.09765625
0.025,0.3,50,5427468.98375,10.0806062769429,2922187293133.89,0.09765625
0.03,0.05,5,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.05,10,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.05,15,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.05,20,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.05,25,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.05,30,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.05,35,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.05,40,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.05,45,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.05,50,1359215.0235,14.5159449730873,127271457940.446,0.00425327060442023
0.03,0.08,5,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790037
0.03,0.08,10,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790037
0.03,0.08,15,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790037
0.03,0.08,20,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790037
0.03,0.08,25,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790037
0.03,0.08,30,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790037
0.03,0.08,35,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790037
0.03,0.08,40,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790038
0.03,0.08,45,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790037
0.03,0.08,50,2038829.7933,14.5159966487248,286361799788.158,0.00956989292790037
0.03,0.09,5,2378637.1782,14.5160114131927,389770623931.387,0.013025700844958
0.03,0.09,10,2378637.1782,14.5160114131927,389770623931.386,0.0130257008449579
0.03,0.09,15,2378637.1782,14.5160114131927,389770623931.386,0.013025700844958
0.03,0.09,20,2378637.1782,14.5160114131927,389770623931.386,0.0130257008449579
0.03,0.09,25,2378637.1782,14.5160114131927,389770623931.386,0.013025700844958
0.03,0.09,30,2378637.1782,14.5160114131927,389770623931.386,0.0130257008449579
0.03,0.09,35,2378637.1782,14.5160114131927,389770623931.386,0.0130257008449579
0.03,0.09,40,2378637.1782,14.5160114131927,389770623931.386,0.013025700844958
0.03,0.09,45,2378637.1782,14.5160114131927,389770623931.386,0.0130257008449579
0.03,0.09,50,2378637.1782,14.5160114131927,389770623931.386,0.013025700844958
0.03,0.1,5,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.1,10,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.1,15,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.1,20,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.1,25,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.1,30,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.1,35,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.1,40,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.1,45,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.1,50,2718444.5631,14.5160224865436,509088550220.863,0.0170131732655605
0.03,0.12,5,3058251.948,14.5160310991499,644315578656.588,0.0215323101897081
0.03,0.12,10,3058251.948,14.5160310991499,644315578656.588,0.0215323101897081
0.03,0.12,15,3058251.948,14.5160310991499,644315578656.588,0.0215323101897081
0.03,0.12,20,3058251.948,14.5160310991499,644315578656.588,0.0215323101897081
0.03,0.12,25,3058251.948,14.5160310991499,644315578656.588,0.0215323101897081
0.03,0.12,30,3058251.948,14.5160310991499,644315578656.588,0.0215323101897081
0.03,0.12,35,3058251.948,14.5160310991499,644315578656.587,0.0215323101897081
0.03,0.12,40,3058251.948,14.5160310991499,644315578656.588,0.0215323101897081
0.03,0.12,45,3058251.948,14.5160310991499,644315578656.588,0.0215323101897081
0.03,0.12,50,3058251.948,14.5160310991499,644315578656.587,0.0215323101897081
0.03,0.15,5,4077674.1027,14.5160483243624,1145451276841.25,0.0382797079834209
0.03,0.15,10,4077674.1027,14.5160483243624,1145451276841.25,0.0382797079834209
0.03,0.15,15,4077674.1027,14.5160483243624,1145451276841.25,0.0382797079834209
0.03,0.15,20,4077674.1027,14.5160483243624,1145451276841.25,0.0382797079834209
0.03,0.15,25,4077674.1027,14.5160483243624,1145451276841.25,0.0382797079834209
0.03,0.15,30,4077674.1027,14.5160483243624,1145451276841.25,0.0382797079834209
0.03,0.15,35,4077674.1027,14.5160483243624,1145451276841.25,0.038279707983421
0.03,0.15,40,4077674.1027,14.5160483243624,1145451276841.25,0.0382797079834209
0.03,0.15,45,4077674.1027,14.5160483243624,1145451276841.25,0.0382797079834209
0.03,0.15,50,4077674.1027,14.5160483243624,1145451276841.25,0.0382797079834209
0.03,0.18,5,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636212
0.03,0.18,10,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636211
0.03,0.18,15,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636211
0.03,0.18,20,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636211
0.03,0.18,25,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636211
0.03,0.18,30,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636211
0.03,0.18,35,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636212
0.03,0.18,40,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636211
0.03,0.18,45,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636212
0.03,0.18,50,4757288.8725,14.5160557065964,1559087253028.93,0.0521029623636211
0.03,0.2,5,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.2,10,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.2,15,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.2,20,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.2,25,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.2,30,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.2,35,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.2,40,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.2,45,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.2,50,5097096.2574,14.5160586594899,1789768894342.15,0.0598120863090388
0.03,0.25,5,6456325.797,14.5160673627552,2871586481057.49,0.0959652271261593
0.03,0.25,10,6456325.797,14.5160673627552,2871586481057.49,0.0959652271261593
0.03,0.25,15,6456325.797,14.5160673627552,2871586481057.49,0.0959652271261593
0.03,0.25,20,6456325.797,14.5160673627552,2871586481057.49,0.0959652271261593
0.03,0.25,25,6456325.797,14.5160673627552,2871586481057.49,0.0959652271261593
0.03,0.25,30,6456325.797,14.5160673627552,2871586481057.48,0.0959652271261593
0.03,0.25,35,6456325.797,14.5160673627552,2871586481057.48,0.0959652271261593
0.03,0.25,40,6456325.797,14.5160673627552,2871586481057.49,0.0959652271261594
0.03,0.25,45,6456325.797,14.5160673627552,2871586481057.49,0.0959652271261593
0.03,0.25,50,6456325.797,14.5160673627552,2871586481057.49,0.0959652271261593
0.03,0.3,5,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.03,0.3,10,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.03,0.3,15,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.03,0.3,20,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.03,0.3,25,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.03,0.3,30,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.03,0.3,35,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.03,0.3,40,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.03,0.3,45,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.03,0.3,50,7815555.3366,14.5160730387978,4207949702112.79,0.140625
0.04,0.05,5,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.05,10,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.05,15,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.05,20,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.05,25,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.05,30,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.05,35,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.05,40,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.05,45,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.05,50,2416382.264,25.8061243965996,226260369671.904,0.00756136996341374
0.04,0.08,5,3624586.2992,25.8062162643997,509087644067.837,0.017013142982934
0.04,0.08,10,3624586.2992,25.8062162643997,509087644067.837,0.017013142982934
0.04,0.08,15,3624586.2992,25.8062162643997,509087644067.837,0.017013142982934
0.04,0.08,20,3624586.2992,25.8062162643997,509087644067.837,0.017013142982934
0.04,0.08,25,3624586.2992,25.8062162643997,509087644067.836,0.017013142982934
0.04,0.08,30,3624586.2992,25.8062162643997,509087644067.837,0.017013142982934
0.04,0.08,35,3624586.2992,25.8062162643997,509087644067.837,0.017013142982934
0.04,0.08,40,3624586.2992,25.8062162643997,509087644067.837,0.017013142982934
0.04,0.08,45,3624586.2992,25.8062162643997,509087644067.837,0.017013142982934
0.04,0.08,50,3624586.2992,25.8062162643997,509087644067.836,0.017013142982934
0.04,0.09,5,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.09,10,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.09,15,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.09,20,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.09,25,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.09,30,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.09,35,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.09,40,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.09,45,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.09,50,4228688.3168,25.8062425123426,692925553655.798,0.0231568015021475
0.04,0.1,5,4832790.3344,25.8062621982998,905046311503.756,0.0302456413609965
0.04,0.1,10,4832790.3344,25.8062621982998,905046311503.757,0.0302456413609965
0.04,0.1,15,4832790.3344,25.8062621982998,905046311503.757,0.0302456413609965
0.04,0.1,20,4832790.3344,25.8062621982998,905046311503.757,0.0302456413609965
0.04,0.1,25,4832790.3344,25.8062621982998,905046311503.757,0.0302456413609965
0.04,0.1,30,4832790.3344,25.8062621982998,905046311503.756,0.0302456413609965
0.04,0.1,35,4832790.3344,25.8062621982998,905046311503.757,0.0302456413609965
0.04,0.1,40,4832790.3344,25.8062621982998,905046311503.757,0.0302456413609965
0.04,0.1,45,4832790.3344,25.8062621982998,905046311503.757,0.0302456413609965
0.04,0.1,50,4832790.3344,25.8062621982998,905046311503.756,0.0302456413609965
0.04,0.12,5,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.12,10,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.12,15,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.12,20,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.12,25,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.12,30,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.12,35,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.12,40,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.12,45,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.12,50,5436892.352,25.8062775095998,1145449917611.71,0.0382796625594811
0.04,0.15,5,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927483
0.04,0.15,10,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927483
0.04,0.15,15,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927483
0.04,0.15,20,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927483
0.04,0.15,25,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927483
0.04,0.15,30,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927484
0.04,0.15,35,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927483
0.04,0.15,40,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927483
0.04,0.15,45,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927483
0.04,0.15,50,7249198.4048,25.8063081321999,2036357825495.56,0.0680528141927483
0.04,0.18,5,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464376
0.04,0.18,10,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464376
0.04,0.18,15,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464376
0.04,0.18,20,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464376
0.04,0.18,25,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464376
0.04,0.18,30,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464376
0.04,0.18,35,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464376
0.04,0.18,40,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464376
0.04,0.18,45,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464376
0.04,0.18,50,8457402.44,25.8063212561713,2771710672051.44,0.0926274886464377
0.04,0.2,5,9061504.4576,25.8063265057599,3181811367719.38,0.106332597882736
0.04,0.2,10,9061504.4576,25.8063265057599,3181811367719.37,0.106332597882736
0.04,0.2,15,9061504.4576,25.8063265057599,3181811367719.37,0.106332597882736
0.04,0.2,20,9061504.4576,25.8063265057599,3181811367719.37,0.106332597882736
0.04,0.2,25,9061504.4576,25.8063265057599,3181811367719.38,0.106332597882736
0.04,0.2,30,9061504.4576,25.8063265057599,3181811367719.38,0.106332597882736
0.04,0.2,35,9061504.4576,25.8063265057599,3181811367719.38,0.106332597882736
0.04,0.2,40,9061504.4576,25.8063265057599,3181811367719.37,0.106332597882736
0.04,0.2,45,9061504.4576,25.8063265057599,3181811367719.37,0.106332597882736
0.04,0.2,50,9061504.4576,25.8063265057599,3181811367719.37,0.106332597882736
0.04,0.25,5,11477912.528,25.8063419782315,5105042632991.09,0.170604848224283
0.04,0.25,10,11477912.528,25.8063419782315,5105042632991.08,0.170604848224283
